"Date","Indent Number","PCN","Client name","Area","Material Code","Material Name","Brand","Specification","Indent Description","Quantity","Received","Pending","Status"
"01-08-2023","MI0053","PCN_10","TATA Starbucks","BIAL","CT001","Ply Wood","Archid","{""Size"": ""1200mm x 2400mm"", ""GRADE"": ""BWR"", ""THICKNESS"": ""32 mm""}","qwerty","8","0","8","Active"
